#       x                y            Correxpect        Corryield
     0.725000         1.025000         0.000274        -0.000078
     0.725000         1.075000         0.000158        -0.000080
     0.725000         1.125000         0.000091         0.000074
     0.725000         1.175000         0.000053         0.000212
     0.725000         1.225000         0.000030         0.000232
     0.725000         1.275000         0.000018         0.000134
     0.725000         1.325000         0.000010        -0.000011
     0.725000         1.375000         0.000006        -0.000115
     0.725000         1.425000         0.000003        -0.000128
     0.725000         1.475000         0.000002        -0.000058
     0.725000         1.525000         0.000001         0.000039
     0.725000         1.575000         0.000001         0.000100
     0.725000         1.625000         0.000000         0.000091
     0.725000         1.675000         0.000000         0.000026
     0.725000         1.725000         0.000000        -0.000049
     0.725000         1.775000         0.000000        -0.000086
     0.725000         1.825000         0.000000        -0.000063
     0.725000         1.875000         0.000000        -0.000001
     0.725000         1.925000         0.000000         0.000060
     0.725000         1.975000         0.000000         0.000078
     0.775000         0.025000         0.000002        -0.000345
     0.775000         0.075000         0.000003        -0.000309
     0.775000         0.125000         0.000006        -0.000095
     0.775000         0.175000         0.000010         0.000189
     0.775000         0.225000         0.000018         0.000393
     0.775000         0.275000         0.000030         0.000401
     0.775000         0.325000         0.000053         0.000199
     0.775000         0.375000         0.000091        -0.000108
     0.775000         0.425000         0.000158        -0.000324
     0.775000         0.475000         0.000274        -0.000243
     0.775000         0.525000         0.000475         0.000262
     0.775000         0.575000         0.000824         0.001172
     0.775000         0.625000         0.001428         0.002317
     0.775000         0.675000         0.002476         0.003422
     0.775000         0.725000         0.004291         0.004196
     0.775000         0.775000         0.007438         0.004436
     0.775000         0.825000         0.004291         0.004089
     0.775000         0.875000         0.002476         0.003266
     0.775000         0.925000         0.001428         0.002200
     0.775000         0.975000         0.000824         0.001159
     0.775000         1.025000         0.000475         0.000362
     0.775000         1.075000         0.000274        -0.000083
     0.775000         1.125000         0.000158        -0.000192
     0.775000         1.175000         0.000091        -0.000080
     0.775000         1.225000         0.000053         0.000104
     0.775000         1.275000         0.000030         0.000232
     0.775000         1.325000         0.000018         0.000242
     0.775000         1.375000         0.000010         0.000143
     0.775000         1.425000         0.000006        -0.000004
     0.775000         1.475000         0.000003        -0.000123
     0.775000         1.525000         0.000002        -0.000164
     0.775000         1.575000         0.000001        -0.000118
     0.775000         1.625000         0.000001        -0.000019
     0.775000         1.675000         0.000000         0.000081
     0.775000         1.725000         0.000000         0.000133
     0.775000         1.775000         0.000000         0.000116
     0.775000         1.825000         0.000000         0.000043
     0.775000         1.875000         0.000000        -0.000048
     0.775000         1.925000         0.000000        -0.000112
     0.775000         1.975000         0.000000        -0.000118
     0.825000         0.025000         0.000001        -0.000147
     0.825000         0.075000         0.000002        -0.000149
     0.825000         0.125000         0.000003        -0.000081
     0.825000         0.175000         0.000006         0.000036
     0.825000         0.225000         0.000010         0.000158
     0.825000         0.275000         0.000018         0.000229
     0.825000         0.325000         0.000030         0.000204
     0.825000         0.375000         0.000053         0.000081
     0.825000         0.425000         0.000091        -0.000086
