#         tranbounds      trancounts        reflbounds        relfcounts
        0.0634040508        0.0000000000        0.5712492430        0.0045454545
        0.0647675809        0.0009090909        0.5782937450        0.0054545455
        0.0661311111        0.0000000000        0.5853382470        0.0036363636
        0.0674946412        0.0000000000        0.5923827490        0.0054545455
        0.0688581713        0.0000000000        0.5994272510        0.0036363636
        0.0702217014        0.0000000000        0.6064717530        0.0036363636
        0.0715852316        0.0000000000        0.6135162550        0.0036363636
        0.0729487617        0.0000000000        0.6205607570        0.0054545455
        0.0743122918        0.0000000000        0.6276052590        0.0072727273
        0.0756758219        0.0000000000        0.6346497610        0.0109090909
        0.0770393521        0.0000000000        0.6416942630        0.0027272727
        0.0784028822        0.0000000000        0.6487387650        0.0063636364
        0.0797664123        0.0000000000        0.6557832670        0.0090909091
        0.0811299424        0.0009090909        0.6628277690        0.0045454545
        0.0824934726        0.0000000000        0.6698722710        0.0063636364
        0.0838570027        0.0000000000        0.6769167730        0.0045454545
        0.0852205328        0.0000000000        0.6839612750        0.0072727273
        0.0865840629        0.0000000000        0.6910057770        0.0027272727
        0.0879475931        0.0000000000        0.6980502790        0.0054545455
        0.0893111232        0.0000000000        0.7050947810        0.0027272727
        0.0906746533        0.0000000000        0.7121392830        0.0072727273
        0.0920381834        0.0000000000        0.7191837850        0.0036363636
        0.0934017136        0.0000000000        0.7262282870        0.0054545455
        0.0947652437        0.0000000000        0.7332727890        0.0054545455
        0.0961287738        0.0000000000        0.7403172910        0.0072727273
        0.0974923039        0.0000000000        0.7473617930        0.0063636364
        0.0988558341        0.0000000000        0.7544062950        0.0045454545
        0.1002193642        0.0000000000        0.7614507970        0.0045454545
        0.1015828943        0.0000000000        0.7684952990        0.0009090909
        0.1029464244        0.0000000000        0.7755398010        0.0054545455
        0.1043099546        0.0000000000        0.7825843030        0.0018181818
        0.1056734847        0.0000000000        0.7896288050        0.0027272727
        0.1070370148        0.0000000000        0.7966733070        0.0027272727
        0.1084005449        0.0000000000        0.8037178090        0.0018181818
        0.1097640751        0.0000000000        0.8107623110        0.0063636364
        0.1111276052        0.0000000000        0.8178068130        0.0027272727
        0.1124911353        0.0000000000        0.8248513150        0.0000000000
        0.1138546654        0.0000000000        0.8318958170        0.0000000000
        0.1152181956        0.0000000000        0.8389403190        0.0009090909
        0.1165817257        0.0000000000        0.8459848210        0.0018181818
        0.1179452558        0.0009090909        0.8530293230        0.0000000000
        0.1193087859        0.0000000000        0.8600738250        0.0036363636
        0.1206723161        0.0009090909        0.8671183270        0.0000000000
        0.1220358462        0.0000000000        0.8741628290        0.0009090909
        0.1233993763        0.0000000000        0.8812073310        0.0000000000
        0.1247629064        0.0000000000        0.8882518330        0.0000000000
        0.1261264366        0.0000000000        0.8952963350        0.0000000000
        0.1274899667        0.0000000000        0.9023408370        0.0000000000
        0.1288534968        0.0000000000        0.9093853390        0.0000000000
        0.1302170269        0.0000000000        0.9164298410        0.0000000000
        0.1315805571        0.0000000000        0.9234743430        0.0000000000
        0.1329440872        0.0000000000        0.9305188450        0.0000000000
        0.1343076173        0.0000000000        0.9375633470        0.0000000000
        0.1356711474        0.0000000000        0.9446078490        0.0000000000
